"Index";"Calculation mode";"Contingency Case Index";"Branch Sensitivity dPbranch/dPbus/Terminal i in MW/MW";"Branch Sensitivity dPbranch/dtap/Terminal i in MW/tap";"Active Power Losses Sensitivity: dPloss/dP in kW/MW";"Branch Sensitivity dPbranch/dPbus/Terminal i in MW/MW";"Branch Sensitivity dPbranch/dtap/Terminal i in MW/tap";"Active Power Losses Sensitivity: dPloss/dP in kW/MW";"Branch Sensitivity dPbranch/dPbus/Terminal i in MW/MW";"Branch Sensitivity dPbranch/dtap/Terminal i in MW/tap";"Branch Sensitivity dPbranch/dPbus/Terminal i in MW/MW";"Branch Sensitivity dPbranch/dtap/Terminal i in MW/tap"
"44,0000";"0,0000";"0,0000";"0,1302";"0,0000";"-0,0000";"0,1302";"0,0000";"-0,0000";"0,1302";"0,0000";"0,1302";"0,0000"
