"Index";"Calculation mode";"Contingency Case Index";"Branch Sensitivity dPbranch/dPbus/Terminal i in MW/MW";"Branch Sensitivity dPbranch/dtap/Terminal i in MW/tap";"Active Power Losses Sensitivity: dPloss/dP in kW/MW";"Branch Sensitivity dPbranch/dPbus/Terminal i in MW/MW";"Branch Sensitivity dPbranch/dtap/Terminal i in MW/tap";"Active Power Losses Sensitivity: dPloss/dP in kW/MW";"Branch Sensitivity dPbranch/dPbus/Terminal i in MW/MW";"Branch Sensitivity dPbranch/dtap/Terminal i in MW/tap"
"43,0000";"0,0000";"0,0000";"1,0000";"0,0000";"9,9010";"1,0099";"0,0000";"9,9010";"0,9901";"0,0000"
