"Index";"Calculation mode";"Contingency Case Index";"Branch Sensitivity dPbranch/dPbus/Terminal i in MW/MW";"Branch Sensitivity dPbranch/dtap/Terminal i in MW/tap";"Active Power Losses Sensitivity: dPloss/dP in kW/MW";"Branch Sensitivity dPbranch/dPbus/Terminal i in MW/MW";"Branch Sensitivity dPbranch/dtap/Terminal i in MW/tap"
"41,0000";"0,0000";"0,0000";"1,0050";"0,0000";"9,9502";"0,9950";"0,0000"
