"Index";"Calculation mode";"Contingency Case Index";"Branch Sensitivity dPbranch/dPbus/Terminal i in MW/MW";"Branch Sensitivity dPbranch/dtap/Terminal i in MW/tap"
"42,0000";"0,0000";"0,0000";"1,0000";"0,0000"
